Ticket_Number,GDS_Record_Locator,Reservation_Date,Ticket_Issue_Date,Trip_Departure_Date,Airline_Name,Cabin_Class,Domestic_International_Indicator,Origin_City_Code,Destination_City_Code,Routing,Invoice_Amount,Tax_Amount,Total_Amount,Mileage,Days_Advance_Purchase,Trip_Length,One_Way_Indicator,Exchange_Indicator,Exchange_Original_Ticket_Number,Refund_Indicator,Original_Invoice_Number,Online_Booking_Indicator,Fare_Category,Agency
NULL,EWTXUW,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,OMA,DEN,OMA/DEN,83.72,12.78,96.5,484.1024835,1,6,NULL,N,NULL,N,NULL,NULL,_CA,Agency B
NULL,EXCXQU,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,BRW,FAI,BRW/FAI/AKP,190,NULL,190,755.4729476,4,6,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,EXEHWC,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,PBI,ATL/PBI,139.53,21.37,160.9,546.4723898,4,1,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,EXLPJD,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,BWI,SAN/HOU/BWI,-293.5,0,-293.5,-2557.423735,-21,-1,NULL,N,NULL,Y,NULL,Y,_CA,Agency B
NULL,EXLPJD,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,BWI,SAN,BWI/ATL/SAN/HOU/BWI,507.9,80.6,588.5,5023.476859,4,6,NULL,N,NULL,N,NULL,Y,_CA,Agency B
NULL,EXSDTT,00:00.0,00:00.0,00:00.0,SMOKEY BAY AIR,Coach,D,SOV,HOM,SOV/HOM/SOV,120,NULL,120,33.03194496,6,11,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,EXUNKR,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,LIT,DAL/LIT/DAL,292.1,43.9,336,591.3437008,1,2,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency B
NULL,EXWWOH,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,TUS,DEN/TUS/LAS/DEN,246.51,55.19,301.7,1607.482846,5,4,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,EYUBQJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,34.14,196,761.3834087,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,EZCHPG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,OAK,BUR,OAK/BUR/OAK,362.8,55.4,418.2,651.1567994,2,1,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,EZHHPP,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,SFO,SAN/SFO/SAN,132.09,38.11,170.2,894.5282589,5,3,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,FABHKJ,00:00.0,00:00.0,00:00.0,MAKANI KAI AIR,Coach,D,ANC,HNL,ANC/HNL/MKK/HNL/ANC,120,NULL,120,5676.171286,19,45,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency B
NULL,FAFRYR,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,30.52,144,894.5282589,1,2,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,FAMBFI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,176.74,35.26,212,695.2925979,5,3,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,FAOLTV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DTW,MDW,DTW/MDW/DTW,146.98,33.02,180,458.2797268,4,2,NULL,N,NULL,N,NULL,N,DG,Agency B
NULL,FAUYTU,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,VEE,ANC,VEE/FAI/ANC,160,NULL,160,417.5452257,0,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,FBIBRG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,34.14,196,761.3834087,4,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,FBPMBI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,HOU,MSY,HOU/MSY,173.95,22.45,196.4,301.8608333,6,1,NULL,N,NULL,N,NULL,NULL,YCA,Agency B
NULL,FCCSMV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,STL,DCA,STL/DCA/STL,269.76,42.24,312,1435.51032,6,3,NULL,N,NULL,N,NULL,NULL,YCA,Agency B
NULL,FCFDJZ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,TUS,DEN/TUS/DEN,197.2,36.6,233.8,1255.886598,5,3,NULL,N,NULL,N,NULL,Y,_CA,Agency B
NULL,FDCYKO,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,VEE,FAI/VEE/FAI,320,NULL,320,316.3034255,4,7,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,FDFWHR,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,TPA,ATL/TPA/ATL,-238.14,-39.86,-278,-815.0167464,0,-2,NULL,N,NULL,Y,NULL,N,_CA,Agency B
NULL,FDFWHR,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,TPA,ATL/TPA/ATL,238.14,39.86,278,815.0167464,4,2,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,FDMTAY,00:00.0,00:00.0,00:00.0,GRANT AVIATION,Coach,D,DLG,AKN,DLG/AKN/DLG,340,NULL,340,142.0352206,14,18,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,FEETUO,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,TUS,SAN/TUS/SAN,372.1,49.7,421.8,733.0909464,3,2,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,FEJXDT,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL/ATL,228.84,45.36,274.2,1164.534197,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,FEYASN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL/ATL,228.84,45.36,274.2,1164.534197,5,5,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,FFAHXJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,LAS,SAN/LAS/SAN,297.68,44.12,341.8,517.9861927,3,1,NULL,N,NULL,N,NULL,NULL,YCA,Agency B
NULL,FGIBKJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,LAS,SFO/LAS/SFO,146.98,32.82,179.8,826.9360795,1,2,NULL,N,NULL,N,NULL,NULL,YCA,Agency B
NULL,FGKVXJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,40.34,202.2,761.3834087,8,3,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency B
NULL,FHJJIP,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,33.94,195.8,761.3834087,5,2,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,FIEUTL,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,CMH,MDW/CMH/MDW,336.74,47.06,383.8,569.2650393,5,3,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,FIFEFJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MCI,SAT,MCI/DAL/SAT/MCI,310.7,60.3,371,1416.984237,3,5,NULL,N,NULL,N,NULL,NULL,YCA,Agency B
NULL,FJDBVL,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,MCO,ATL/MCO/ATL,202.8,43.4,246.2,808.8590748,2,1,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,FJFWCE,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,132.09,31.91,164,894.5282589,2,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,FJKZYM,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,30.32,143.8,894.5282589,5,2,NULL,N,NULL,N,NULL,Y,_CA,Agency B
NULL,FKGFTE,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,FYU,FAI/FYU,140,NULL,140,143.6433413,1,2,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,FKXWAE,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,JAX,ATL/JAX/ATL,187.9,36.1,224,540.9299457,2,2,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,FLAZCI,00:00.0,00:00.0,00:00.0,WARBELOWS AIR SERVICE,Coach,D,FYU,FAI,FYU/FAI,140,NULL,140,143.6434409,19,20,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,FNCUKM,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ELP,ABQ,ELP/PHX/ABQ/PHX/ELP,453.96,78.04,532,1347.807869,11,5,N,N,NULL,N,NULL,N,DG,Agency B
NULL,FNIMDY,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,HOU,DAL/HOU/DAL,318.14,50.56,368.7,480.4806028,15,1,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,FNLTJP,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,OTZ,WTK,OTZ/WTK/OTZ,324,NULL,324,95.63620046,1,2,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,FNMFOP,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,CLE,MDW/CLE/MDW,333.02,53.18,386.2,614.7155373,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,FNNJJC,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL,114.42,22.68,137.1,582.2672179,0,1,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,FOBJRN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,TPA,ATL,TPA/ATL/TPA,238.14,39.86,278,815.0167464,5,5,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,FPHIQI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,133.02,31.78,164.8,761.3834087,4,4,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,FPTJXW,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,OAK,TUS,OAK/SAN/TUS/SAN/OAK,437.2,76.8,514,1626.927848,5,2,N,N,NULL,N,NULL,N,YCA,Agency B
NULL,FPUQGJ,00:00.0,00:00.0,00:00.0,KODIAK ISLAND AIR,Coach,I,KTN,KLA,KTN/KLA/KTN,290,NULL,290,15522.33719,7,11,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency B
NULL,FPUQGJ,00:00.0,00:00.0,00:00.0,KODIAK ISLAND AIR,Coach,D,KTN,KLW,KTN/KLW/KTN,290,NULL,290,115.9584794,0,2,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,FPWBFM,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,TPA,ATL/TPA/ATL,281.86,43.14,325,815.0167464,5,4,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,FPWBFM,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,TPA,ATL/TPA/ATL,NULL,NULL,NULL,815.0167464,1,4,NULL,N,NULL,N,NULL,N,Restricted Commercial,Agency B
NULL,FPWBFM,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,TPA,ATL,TPA/ATL,50.1,NULL,50.1,407.5082718,1,1,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency B
NULL,FPYNOC,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,LAS,SFO,LAS/SFO/LAS,146.98,33.02,180,826.9360795,6,4,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,FQNMHY,NULL,00:00.0,00:00.0,DELTA AIR LINES,Coach,D,DEN,BTM,DEN/SLC/BTM/SLC/DEN,-565.58,-81.92,-647.5,-1478.434022,0,-2,NULL,N,NULL,Y,NULL,N,Restricted Commercial,Agency B
NULL,FQUPDG,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,-62.92,-38.18,-101.1,-761.3834087,-1,-2,NULL,N,NULL,Y,NULL,N,YCA,Agency B
NULL,FQUPDG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,133.02,38.18,171.2,761.3834087,16,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,FQUROJ,00:00.0,00:00.0,00:00.0,GRANT AVIATION,Coach,I,ANC,DUT,ANC/DUT/XXX/DUT/ANC,320,NULL,320,8878.078088,0,7,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,FQYYRM,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MCI,DAL,MCI/DAL/MCI,409.3,52.7,462,922.7619345,5,4,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,FSFZOH,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,30.52,144,894.5282589,5,1,NULL,N,NULL,N,NULL,N,Restricted Commercial,Agency B
NULL,FSOFMW,00:00.0,00:00.0,00:00.0,TUCKER AVIATION,Coach,D,KWN,GNU,KWN/GNU/DLG/GNU/KWN,480,NULL,480,310.6079837,5,3,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,FSOFMW,00:00.0,00:00.0,00:00.0,YUTE AIR,Coach,D,KWN,GNU,KWN/GNU/DLG/GNU/KWN,170,NULL,170,310.6079837,5,8,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,FSOFMW,00:00.0,00:00.0,00:00.0,YUTE AIR,Coach,D,KWN,GNU,KWN/GNU/DLG/GNU/KWN,170,NULL,170,310.6079837,1,3,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,FSOFMW,00:00.0,00:00.0,00:00.0,YUTE AIR,Coach,D,KWN,GNU,KWN/GNU/DLG/GNU/KWN,480,NULL,480,310.6079837,1,3,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,FSTTER,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,198.14,36.66,234.8,695.2925979,5,3,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,FTHBVY,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,SEA,SAN/SEA/SAN,233.49,45.71,279.2,2105.465972,19,8,NULL,N,NULL,N,NULL,N,Restricted Commercial,Agency B
NULL,FTYOVJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,BWI,ABQ,BWI/ABQ/BWI,370.24,49.76,420,3335.993651,5,8,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,FVIAOM,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,34.14,196,761.3834087,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,FVXEXM,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,ARC,FAI/ARC/FAI,344.18,25.82,370,477.3965874,7,10,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,FWMAOM,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SFO,DEN/SFO/DEN,333.02,50.98,384,1908.817923,3,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,FWXCHK,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,40.34,202.2,761.3834087,6,1,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,FWYRHH,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,30.52,144,894.5282589,5,2,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,FXGXYL,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,LAS,SFO/LAS/SFO,146.98,32.82,179.8,826.9360795,2,2,NULL,N,NULL,N,NULL,NULL,YCA,Agency B
NULL,FYFPIQ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SAT,DEN/SAT/DEN,349.76,48.24,398,1590.452156,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,FYNJYP,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,VEE,FAI,VEE/FAI/VEE,320,NULL,320,316.3034255,13,17,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,FYNJYP,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,VEE,FAI/VEE,160,NULL,160,158.1516136,3,4,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,FYQACX,00:00.0,00:00.0,00:00.0,LAKE CLARK AIR,Coach,D,GST,ANC,GST/JNU/ANC/PTA/ANC/JNU/GST,483.75,NULL,483.75,1545.626277,0,8,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency B
NULL,FYQACX,00:00.0,00:00.0,00:00.0,LAKE CLARK AIR,Coach,D,GST,ANC,GST/JNU/ANC_PTA/ANC/JNU/GST,268.75,NULL,268.75,1384.346517,-1,4,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency B
NULL,FZESSA,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,JAX,ATL/JAX/ATL,231.62,39.38,271,540.9299457,2,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,FZPMLT,00:00.0,00:00.0,00:00.0,LAKE AND PEN AIR,Coach,D,ANC,PTA,ANC/PTA/ANC,490,NULL,490,322.5596914,6,8,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GACTCV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,34.14,196,761.3834087,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,GAEERW,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,RNO,SAN,RNO/LAS/SAN/RNO,323.72,60.98,384.7,1094.609535,5,4,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,GAQZGQ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,MSY,DAL/MSY/DAL,379.54,50.46,430,872.2082918,5,2,N,N,NULL,N,NULL,N,YCA,Agency B
NULL,GBVMGB,00:00.0,00:00.0,00:00.0,WARBELOWS AIR SERVICE,Coach,D,BTT,CXF,BTT/CXF,190,NULL,190,42.20387631,7,8,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency B
NULL,GCGECE,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,ANC,BTT,ANC/FAI/BTT,170,NULL,170,437.7976939,1,2,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GCGECE,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,BTT,ANC,BTT/FAI/ANC,170,NULL,170,437.7982397,8,9,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency B
NULL,GDHSML,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,OMA,DEN,OMA/DEN/OMA,240,35.5,275.5,968.2052363,4,4,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency B
NULL,GDMCRD,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ABQ,SAT,ABQ/SAT/DAL/ABQ,396.28,70.42,466.7,1436.352702,5,5,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,GDVTJN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,CMH,MDW/CMH/MDW,336.74,47.06,383.8,569.2650393,6,2,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,GDZUJS,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,ARC,FAI,ARC/FAI/ARC,370,NULL,370,477.3965874,1,10,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GEBWFW,00:00.0,00:00.0,00:00.0,ALASKA SEAPLANE,Coach,D,ANC,CDV,ANC/CDV/JNU/KAE/JNU/ANC,330,NULL,330,1337.516571,12,15,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GESJBQ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,DEN,MDW/DEN/MDW,282.8,43.2,326,1811.048674,3,5,NULL,N,NULL,N,NULL,Y,_CA,Agency B
NULL,GGESCJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,RDU,SEA,RDU/DEN/SEA/MDW/RDU,593.48,88.52,682,4827.281194,3,6,N,N,NULL,N,NULL,N,YCA,Agency B
NULL,GGGKQA,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,ARC,FAI,ARC/FAI/ARC,344.18,25.82,370,477.3965874,2,12,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GGHXPU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,30.32,143.8,894.5282589,3,1,NULL,N,NULL,N,NULL,Y,_CA,Agency B
NULL,GGMBQC,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,ANC,BTT,ANC/FAI/BTT/FAI/ANC,340,NULL,340,875.5959336,15,18,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency B
NULL,GGNNHA,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,OTZ,ORV,OTZ/ORV/OTZ,324,NULL,324,86.3999527,0,2,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GHPSSU,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,FYU,FAI/FYU,140,NULL,140,143.6433413,5,6,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GITXVE,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,TPA,ATL,TPA/ATL/TPA,281.86,43.14,325,815.0167464,6,2,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,GJAEBQ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,TPA,ATL/TPA/ATL,281.86,43.14,325,815.0167464,1,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,GJHZBV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,GEG,BOI,GEG/BOI/GEG,338.6,53.6,392.2,575.0129505,35,4,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,GKFUUY,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ELP,HOU,ELP/HOU,259.53,30.47,290,677.5744555,8,1,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,GKXWZM,00:00.0,00:00.0,00:00.0,WARBELOWS AIR SERVICE,Coach,D,FAI,CXF,FAI/CXF/FAI,215,NULL,215,360.2757004,1,4,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GKXWZM,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,CXF,FAI/CXF/FAI,230,NULL,230,360.2757004,1,4,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GLFGTX,00:00.0,00:00.0,00:00.0,GRANT AVIATION,Coach,D,TOG,DLG,TOG/DLG/TOG,300,NULL,300,133.4458886,1,6,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GLGKIJ,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,-70.1,0,-70.1,-761.3834087,0,-4,NULL,N,NULL,Y,NULL,N,_CA,Agency B
NULL,GLGKIJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,104.18,36.02,140.2,761.3834087,5,4,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,GLGKIJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SLC,DEN,SLC/DEN,101.1,NULL,101.1,380.6918871,2,1,NULL,N,NULL,N,NULL,N,Restricted Commercial,Agency B
NULL,GMHKZT,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL/ATL,228.84,45.36,274.2,1164.534197,3,5,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,GMRJRN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MCI,ATL,MCI/ATL/MCI,263.26,41.74,305,1385.680721,3,4,N,N,NULL,N,NULL,N,YCA,Agency B
NULL,GNCNEU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,PHX,AUS,PHX/AUS/DEN/PHX,320,57,377,2226.238482,5,2,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,GNPTGZ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SDF,ATL,SDF/ATL/SDF,249.3,40.5,289.8,644.8261503,5,2,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,GNRSDL,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,OAK,LAS,OAK/LAS/OAK,325.58,46.42,372,813.5326266,4,4,NULL,N,NULL,N,NULL,NULL,_CA,Agency B
NULL,GNRSDL,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,OAK,LAS,OAK/LAS/OAK,40,NULL,40,813.5326266,-2,4,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency B
NULL,GPBOMN,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,OME,SHH,OME/SHH/OME,432,NULL,432,244.0670301,4,5,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GPDCZE,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,132.09,31.91,164,894.5282589,4,4,NULL,N,NULL,N,NULL,N,YCA,Agency B
